단어 명,물리 명,영문 명,금칙어
자동제원처리제도,ADPS,AUTOMATIC DATA PROCESS SYSTEM,
자동차,CAR,CAR,차
자동차등록번호,CARREGNO,CAR REGISTRATION NUMBER,
자동차보험,CARISR,CAR INSURANCE,자보
자동처리품목,APITM,AUTOMATIC PROCESS ITEM,
자동포장,APCK,AUTOMATIC PACKING,
자동화,ATMT,AUTOMATION,
자동화방공체계,AADS,AUTOMATED AIR DEFENCE SYSTEM,
자동화창고관리체계,WMS,WAREHOUSE MANAGEMENT SYSTEM,WMS
자락법,BGA,BLOOD GATHERING ACUPUNCTURE,자락술
자력,QLFNCRR,QUALIFICATION AND CAREER,
자력검사,MPI,MAGNETIC PARTICLE INSPECTION,
자력반영,QNCRF,QUALIFICATION AND CAREER REFLECTION,
자료,DTA,DATA,
자료관,DTMGR,DATA MANAGER,
자료관리시스템,DTAMANAGESYS,DATA MANAGEMENT SYSTEM,
자료교환협정,DEA,DATA EXCHANGE AGREEMENT,
자료구조항목유형코드,DTASTITMTPCD,DATA STRUCTURE ITEM TYPE CODE,
자료목록,DTLST,DATA LIST,
자료번호,DATANO,DATA NUMBER,
자료부호,DATASGN,DATA SIGN,
자료사전번호,DDICNO,DATA DICTIONARY NUMBER,
자료실,LBRY,LIBRARY,
자료실자료번호,LBRYDATANO,LIBRARY DATA NUMBER,
자료처리유형코드,DATPTYCD,DATA PROCESS TYPE CODE,
자리,DGT,DIGIT,
자릿수,CIPHR,CIPHER,자리수
자막,CAPT,CAPTION,
자매결연자,ETHHD,ESTABLISHMENT OF SISTERHOOD RELATIONSHIP,
자문,ADVCE,ADVICE,
자문기관,ADORGN,ADVISORY ORGAN,
자바메세지서비스,JMSEVICE,JAVA MESSAGE SERVICE,JMS
자발,SPNTN,SPONTANEITY,
자발적통합해상수송합의각서,VISA,VOLUNTARY INTEGRATION SEALIFT AGREEMENT,
자본,CAPTL,CAPITAL,
자본금,CPTAL,CAPITAL,
자본잉여금,CPTLSPLS,CAPITAL SURPLUS,자본잉여금액
자본적지출,CPTLEXP,CAPITAL EXPENDITURE,
자본준비금,CPTSR,CAPITAL RESERVE,
자본지분표,OES,OWNERS EQUITY STATEMENT,
자본화,CPTLZ,CAPITALIZATION,
자본회전율,TOVRTCPT,TURNOVER RATIO OF CAPITAL,
자분,MAGPTC,MAGNETIC PARTICLE,
자비,OWNEXP,OWN EXPENSE,
자사,MMNY,MY COMPANY,
자사주,CRPCK,CORPORATION OWN STOCK,
자산,ASST,ASSETS,
자산가시화,TAV,TOTAL ASSETS VISUALIZATION,
자산단위코드,ASTUICD,ASSETS UNIT OF ISSUE CODE,
자산담보부증권,ABS,ASSET BACKED SECURITIES,
자산번호,ASTNO,ASSETS NUMBER,
자산증감구분코드,AIDDCD,ASSETS INCREASED AND DECREASED CODE,
자산증감운용근거구분코드,AINDBDCD,ASSET INCREASED AND DECREASED OPERATING BASIS DIVISION CODE,
자산집계구분코드,ASSTTOTLDSCD,ASSETS TOTAL DIVISION CODE,
자산현황,ASSTSTS,ASSETS PRESENT STATUS,
자산회전율,TROA,TURNOVER RATIO OF ASSETS,
자살,SUIC,SUICIDE,
자살예방교육,SPEDU,SUICIDE PREVENTION EDUCATION,
자서전,ABGRPY,AUTOBIOGRAPHY,
자석,MGNT,MAGNET,
자선,CDSHP,CHILD SHIP,
자세,ATTITD,ATTITUDE,
자손사고보험,SAI,SELF ACCIDENT INSURANCE,자손보험
자수,SLFSDR,SELF-SURRENDER,
자승,SQR,SQUARE,
자연,NATURE,NATURE,
자연공원,NTRPRK,NATURAL PARK,
자연권,NLGS,NATURAL RIGHTS,
자연림,NRFRST,NATURAL FOREST,
자연손실,NTLS,NATURE LOSS,
자연어,NTRLANG,NATURAL LANGUAGE,
자연장애물,NTROBS,NATURAL OBSTACLE,
자외선,UV,ULTRAVIOLET RAYS,
자원,RSRC,RESOURCE,
자원관리,REMAN,RESOURCE MANAGEMENT,
자원관리부대,RMU,RESOURCE MANAGEMENT UNIT,
자원관리부대코드,RMUCD,RESOURCE MANAGEMENT UNIT CODE,
자원관리정보체계,RMIS,RESOURCE MANAGEMENT INFORMATION SYSTEM,
자원동원,RSCMB,RESOURCE MOBILIZATION,
자원소속구분코드,RBCLCD,RESOURCE BELONGING CLASSIFICATION CODE,
자원연동자료처리구분코드,RSINTCPDVCD,RESOURCE INTERCONNECTION PROCESS DIVISION CODE,
자위,SLFDFN,SELF DEFENSE,
자위권,SLFDFRT,RIGHT OF SELF-DEFENSE,
자위대,SLFDFNF,SELF DEFENSE FORCES,
자유,LBRTY,LIBERTY,
자유매입신용장,FNLC,FREELY NEGOTIABLE LETTER OF CREDIT,
자유발명,FMVN,FREEDOM INVENTION,
자율,ATNM,AUTONOMY,
자이로스코프,GYRO,GYROSCOPE,
자일렌,XYLN,XYLENE,
자작,ONSOWNWK,ONES OWN WORK,
자장비,CEQ,CHILD EQUIPMENT,
자재,MTRLS,MATERIALS,
자재결함보고서,MDR,MATERIAL DEFICIENCY REPORT,
자재대기,AWPT,AWAITING PARTS,
자재대기불가동율,NMCS,NON MISSION CAPABLE FOR SUPPLY,
자재량,MTRLSQTY,MATERIALS QUANTITY,
자재번호,MTRLNO,MATERIAL NUMBER,
자재소요계획,MRP,MATERIAL REQUIREMENT PLANNING,MRP
자재수리요구서,MRRL,MATERIAL REPAIR REQUIREMENT LIST,MRRL
자재수리요구서번호,MRRLNO,MATERIAL REPAIR REQUIREMENT LIST NUMBER,
자재요구서,MRL,MATERIAL REQUIREMENT LIST,
자재표준품목,MTSITM,MATERIALS STANDARD ITEM,
자전거,BCYCL,BICYCLE,
자주식,SLFPRP,SELF PROPEL,
자주포,SPG,SELF PROPELLED GUN,
자중,SLFLD,SELF LOAD,
자진,VOLUN,VOLUNTARILY,
자질,QLFCT,QUALIFICATION,
자체,ITSLF,ITSELF,
자체감사,SELFINSPCT,SELF-INSPECTION,
자체감사기구,SNSCNZ,SELF-INSPECTION ORGANIZATION,
자체감사인,SNSTR,SELF-INSPECTION AUDITOR,
자체진단,SLFTST,SELF TEST,
자체처방,ISPRC,ITSELF PREION,
자체평가,ISSM,ITSELF ESTIMATION,
자치구,ATDRC,AUTONOMOUS DISTRICT,
자치단체,SGB,A SELF-GOVERNING BODY,
자타,OSLHR,ONESELF AND OTHERS,
자탄,BOMBL,BOMBLETS,
자택,PRVRSDC,PRIVATE RESIDENCE,
자판기,VEND,VENDING MACHINE,
자폐증,ATSM,AUTISM,
자폭,SLFDT,SUICIDAL ATTACK,
자함,CHSH,CHILD SHIP,
자함침로,OWNCRS,OWNSHIP COURSE,
자해,INJURY,INJURY,
자화,MGNTZT,MAGNETIZATION,
작가,WRITR,WRITERS,
작곡가,COMPSR,COMPOSER,
작곡자,CMPSR,COMPOSER,
작도,DRAWNG,DRAWING,
작동,WRKNG,WORKING,
작동방식구분코드,WRKTPCD,WORKING WAY DIVISION CODE,
작동방식상세구분코드,WRKTPDTLCD,WORKING WAY DETAIL DIVISION CODE,
작동실적번호,WARNO,WORKING ACTUAL RESULT NUMBER,
작문,CMPSTN,COMPOSITION,
작부체계,CRPSM,CROPPING SYSTEM,
작성,WRT,WRITE,쓰기
작성일자,WRTDT,WRITE DATE,작성일
작성자,WRTR,WRITER,
작약,BRSTR,BURSTER,
작업,WRK,WORK,
작업권한코드,WATCD,WORK AUTHORITY CODE,
작업능력,WRKCP,WORK CAPACITY,
작업단위코드,WUC,WORK UNIT CODE,
작업대,WKTE,WORKTABLE,
작업명령,WKORD,WORK ORDER,작명
작업명령번호,WONO,WORK ORDER NUMBER,
작업명령서,WO,WORK ORDER,
작업명령서번호,WODNO,WORK ORDER DOCUMENT NUMBER,
작업반,WRKPRT,WORK PARTY,
작업번호,WORKNO,WORK NUMBER,
작업번호일자,WKNODT,WORK NUMBER DATE,
작업분해구조,WBS,WORK BREAKDOWN STRUCTURE,"작업분할구조,WBS"
작업선,WRKLN,WORK LINE,
작업선,WRKSHP,WORKING SHIP,
작업실,WRKRM,WORKROOM,
작업일자,WRKDT,WORK DATE,작업일
작업일지,WDAY,WORK DIARY,
작업자,WORKR,WORKER,
작업절차번호,WPNO,WORK PROCEDURE NUMBER,
작업조,SQUD,SQUAD,
작업표준,MS,MANUFACTURING STANDARD,
작업표준관리번호,MSMNO,MANUFACTURING STANDARD MANAGEMENT NUMBER,
작업표준명관리번호,MSNMNO,MANUFACTURING STANDARD NAME MANAGEMENT NUMBER,
작업표준번호,MFGSTDNO,MANUFACTURING STANDARD NUMBER,
작업표준서,MSDOC,MANUFACTURING STANDARD DOCUMENT,
작용,ACTION,ACTION,
작용제,AGNST,AGONIST,
작용제적용분류코드,AGNSTAPCLCD,AGONIST APPLY  CLASSIFICATION CODE,
작용제종류분류코드,AGNSTKNDVCD,AGONIST KIND DIVISION CODE,
작용제종류코드,AGNSTKNDCD,AGONIST KIND CODE,
작용제지속성코드,AGNSTCNDBCD,AGONIST CONTINUANCE DURAABILITY CODE,
작전,OPRTNS,OPERATIONS,
작전가능,CBTRDY,COMBAT READY,
작전개요,OPSUM,OPERATIONS SUMMARY,OPSUM
작전계획,OPLAN,OPERATION PLAN,
작전군수,OLGST,OPERATIONAL LOGISTICS,
작전기지,BSOPT,BASE OF OPERATIONS,
작전단계,OPRPHS,OPERATING PHASING,
작전단계코드,OPRPSCD,OPERATION PHASE CODE,
작전동원,OPMB,OPERATIONAL MOBILIZATION,
작전명령,OPORD,OPERATION ORDER,
작전목표,OPOBJ,OPERATION OBJECTIVE,
작전방해형태코드,OPRDSTSHCD,OPERATIONS DISTURBANCE SHAPE CODE,
작전부대,OPFRC,OPERATING FORCES,
작전부서,OPDP,OPERATION DEPARTMENT,
작전사령부,OPCMD,OPERATIONS COMMAND,작전사
작전소프트웨어,OCS,OPERATIONAL COMPUTER SOFTWARE,
작전수행률,OPCPR,OPERATION COMPLETION RATIO,작전수행율
